,Gene,Total number of mutations,Number of samples with one or more mutations,Profiled Samples,Percentage of samples with one or more mutations,Is Cancer Gene
896,EHBP1,1,1,178,0.6%,"No
"
897,KIF13B,2,2,178,1.1%,"No
"
898,FKBP9,1,1,178,0.6%,"No
"
899,MTMR10,1,1,178,0.6%,"No
"
900,PTCHD4,1,1,178,0.6%,"No
"
901,EIF3L,1,1,178,0.6%,"No
"
902,UBXN6,1,1,178,0.6%,"No
"
903,SLC66A1,1,1,178,0.6%,"No
"
904,APOL2,1,1,178,0.6%,"No
"
905,H2AX,1,1,178,0.6%,"No
"
906,MGAT4A,1,1,178,0.6%,"No
"
907,SLC5A1,1,1,178,0.6%,"No
"
908,ART1,1,1,178,0.6%,"No
"
909,TRIM38,1,1,178,0.6%,"No
"
910,OR9G4,1,1,178,0.6%,"No
"
911,SMTN,1,1,178,0.6%,"No
"
912,TADA3,1,1,178,0.6%,"No
"
